,word,dist
237,week,0.02073578595317726
238,At,0.020602006688963212
239,around,0.020468227424749165
240,rn,0.020334448160535118
241,can’t,0.020334448160535118
242,sig,0.02020066889632107
243,No,0.02020066889632107
244,make,0.02020066889632107
245,ted,0.01979933110367893
246,find,0.019531772575250836
247,car,0.01939799331103679
248,leave,0.019264214046822742
249,done,0.019130434782608695
250,lets,0.019130434782608695
251,well,0.018996655518394648
252,test,0.018996655518394648
253,half,0.018996655518394648
254,fun,0.018595317725752507
255,hard,0.018595317725752507
256,college,0.018595317725752507
257,thought,0.018461538461538463
258,Ted,0.018461538461538463
259,bad,0.018327759197324416
260,wait,0.018327759197324416
261,day,0.018327759197324416
262,other,0.01819397993311037
263,went,0.01819397993311037
264,send,0.01819397993311037
265,'re,0.018060200668896322
266,kappa,0.017926421404682275
267,anyone,0.017792642140468228
268,outside,0.017792642140468228
269,he’s,0.01765886287625418
270,Jesus,0.01765886287625418
271,taking,0.017525083612040134
272,mo,0.017525083612040134
273,god,0.017525083612040134
274,How,0.017391304347826087
275,kind,0.017391304347826087
276,soon,0.017391304347826087
277,remember,0.017391304347826087
278,20,0.017391304347826087
279,use,0.017391304347826087
280,jay,0.017391304347826087
281,30,0.017391304347826087
282,U,0.01725752508361204
283,say,0.017123745819397993
284,better,0.017123745819397993
285,working,0.017123745819397993
286,guy,0.016989966555183946
287,look,0.016989966555183946
288,Did,0.0168561872909699
289,definitely,0.016722408026755852
290,anything,0.016722408026755852
291,1,0.016588628762541805
292,dad,0.016588628762541805
293,man,0.016588628762541805
294,ta,0.016588628762541805
295,who,0.016588628762541805
296,next,0.016454849498327758
297,God,0.01632107023411371
298,.,0.01632107023411371
299,being,0.016187290969899664
300,chill,0.016187290969899664
301,damnit,0.016053511705685617
302,Im,0.016053511705685617
303,My,0.015785953177257527
304,8,0.01565217391304348
305,than,0.01565217391304348
306,okay,0.01565217391304348
307,When,0.01551839464882943
308,year,0.015384615384615385
309,333,0.015250836120401338
310,maybe,0.015250836120401338
311,Wait,0.015250836120401338
312,put,0.015117056856187291
313,8th,0.015117056856187291
314,Let,0.015117056856187291
315,didn’t,0.015117056856187291
316,phone,0.014983277591973244
317,mean,0.014983277591973244
318,feel,0.014983277591973244
319,money,0.014849498327759197
320,which,0.014849498327759197
321,Damn,0.01471571906354515
322,through,0.01471571906354515
323,those,0.014581939799331103
324,pregaming,0.014581939799331103
325,Connor,0.014581939799331103
326,If,0.014448160535117056
327,idk,0.014180602006688962
328,hour,0.014180602006688962
329,ask,0.014180602006688962
330,Not,0.014180602006688962
331,7,0.014046822742474917
332,6,0.014046822742474917
333,try,0.01391304347826087
334,apt,0.01391304347826087
335,may,0.01391304347826087
336,Is,0.01391304347826087
337,elliot,0.01391304347826087
338,funny,0.013779264214046823
339,either,0.013779264214046823
340,o,0.013645484949832776
341,Keegan,0.013645484949832776
342,code,0.013645484949832776
343,corona,0.013377926421404682
344,Elliot,0.013377926421404682
345,very,0.013377926421404682
346,until,0.013244147157190635
347,long,0.013244147157190635
348,having,0.013110367892976588
349,literally,0.013110367892976588
350,head,0.013110367892976588
351,'ve,0.013110367892976588
352,smoking,0.013110367892976588
353,9,0.013110367892976588
354,hours,0.013110367892976588
355,Outside,0.012976588628762541
356,roll,0.012976588628762541
357,due,0.012976588628762541
358,damn,0.012709030100334449
359,play,0.012709030100334449
360,Smoke,0.012575250836120402
361,rip,0.012575250836120402
362,date,0.012441471571906355
363,parents,0.012441471571906355
364,Dope,0.012441471571906355
365,though,0.012307692307692308
366,Hahahaha,0.012307692307692308
367,little,0.01217391304347826
368,never,0.01217391304347826
369,woke,0.012040133779264214
370,new,0.011906354515050167
371,bring,0.011906354515050167
372,nah,0.011906354515050167
373,semester,0.01177257525083612
374,15,0.01177257525083612
375,I’ve,0.01177257525083612
376,Actually,0.01177257525083612
377,finish,0.01177257525083612
378,Lol,0.011638795986622074
379,Yessir,0.011638795986622074
380,sounds,0.011638795986622074
381,proj,0.011505016722408027
382,check,0.01137123745819398
383,walk,0.01137123745819398
384,Christ,0.011237458193979933
385,12,0.011237458193979933
386,email,0.011103678929765886
387,again,0.011103678929765886
388,ago,0.011103678929765886
389,Me,0.011103678929765886
390,project,0.011103678929765886
391,There,0.01096989966555184
392,someone,0.01096989966555184
393,picking,0.01096989966555184
394,Still,0.01096989966555184
395,nap,0.010836120401337792
396,leaving,0.010836120401337792
397,great,0.010702341137123745
398,beer,0.010702341137123745
399,In,0.010702341137123745
400,walking,0.010568561872909698
401,txt,0.010568561872909698
402,'d,0.010434782608695653
403,change,0.010434782608695653
404,days,0.010434782608695653
405,crust,0.010434782608695653
406,food,0.010434782608695653
407,help,0.010434782608695653
408,another,0.010301003344481606
409,weekend,0.010301003344481606
410,(,0.010301003344481606
411,texted,0.010301003344481606
412,took,0.010301003344481606
413,usually,0.010301003344481606
414,ya,0.010033444816053512
415,told,0.010033444816053512
416,used,0.009899665551839465
417,front,0.009899665551839465
418,saw,0.009899665551839465
419,pong,0.009899665551839465
420,Ok,0.009899665551839465
421,jesus,0.009765886287625418
422,thinking,0.009765886287625418
423,Got,0.009765886287625418
424,study,0.009765886287625418
425,most,0.009765886287625418
426,venmo,0.009765886287625418
427,pi,0.009765886287625418
428,meet,0.009632107023411371
429,tell,0.009632107023411371
430,Prolly,0.009632107023411371
431,always,0.009632107023411371
432,percent,0.009632107023411371
433,big,0.009632107023411371
434,11,0.009632107023411371
435,weird,0.009498327759197324
436,sucks,0.009498327759197324
437,hw,0.009498327759197324
438,since,0.009498327759197324
439,made,0.009364548494983277
440,hungover,0.009364548494983277
441,``,0.009364548494983277
442,'',0.009364548494983277
443,table,0.009364548494983277
444,end,0.009364548494983277
445,wanted,0.009364548494983277
446,found,0.009364548494983277
447,chi,0.009364548494983277
448,number,0.009230769230769232
449,playing,0.009230769230769232
450,morning,0.009230769230769232
451,school,0.009230769230769232
452,Alamo,0.009230769230769232
453,part,0.009230769230769232
454,alc,0.009096989966555185
455,saying,0.009096989966555185
456,buy,0.009096989966555185
457,Coming,0.008963210702341138
458,later,0.008963210702341138
459,apparently,0.008963210702341138
460,looks,0.008963210702341138
461,mine,0.008963210702341138
462,quiz,0.008963210702341138
463,Sam,0.008963210702341138
464,yesterday,0.008963210702341138
465,wawa,0.008963210702341138
466,home,0.008963210702341138
467,game,0.008963210702341138
468,near,0.00882943143812709
469,Pretty,0.00882943143812709
470,classes,0.00882943143812709
471,dinner,0.00882943143812709
472,shirt,0.00882943143812709
473,final,0.00882943143812709
474,hahahaha,0.00882943143812709
475,),0.008695652173913044
476,looking,0.008695652173913044
477,b,0.008695652173913044
478,cash,0.008695652173913044
479,set,0.008695652173913044
480,Thanks,0.008695652173913044
481,pm,0.008695652173913044
482,drive,0.008695652173913044
483,gets,0.008695652173913044
484,dick,0.008695652173913044
485,works,0.008695652173913044
486,Liam,0.008695652173913044
487,least,0.008695652173913044
488,shower,0.008561872909698997
489,q,0.008561872909698997
490,gay,0.008561872909698997
491,Also,0.008561872909698997
492,wm,0.008561872909698997
493,early,0.008561872909698997
494,close,0.00842809364548495
495,ounce,0.00842809364548495
496,girls,0.00842809364548495
497,passed,0.00842809364548495
498,forgot,0.008294314381270903
499,train,0.008294314381270903
500,while,0.008294314381270903
501,wants,0.008294314381270903
502,black,0.008294314381270903
503,call,0.008294314381270903
504,summer,0.008294314381270903
505,https,0.008294314381270903
506,floor,0.008160535117056856
507,away,0.008160535117056856
508,caf,0.008160535117056856
509,spot,0.008160535117056856
510,charlie,0.008160535117056856
511,Sadler,0.008160535117056856
512,blacked,0.008160535117056856
513,phi,0.008026755852842809
514,sober,0.008026755852842809
515,systems,0.008026755852842809
516,pat,0.008026755852842809
517,lab,0.008026755852842809
518,break,0.008026755852842809
519,Were,0.008026755852842809
520,hate,0.008026755852842809
521,second,0.007892976588628763
522,gave,0.007892976588628763
523,point,0.007892976588628763
524,whats,0.007892976588628763
525,many,0.007892976588628763
526,formal,0.007759197324414715
527,Devon,0.007759197324414715
528,talking,0.007759197324414715
529,ton,0.007759197324414715
530,haven’t,0.007759197324414715
531,stuff,0.007759197324414715
532,whole,0.007759197324414715
533,girl,0.007759197324414715
534,run,0.007625418060200669
535,Dude,0.007625418060200669
536,city,0.007625418060200669
537,doesn’t,0.007625418060200669
538,Ight,0.007625418060200669
539,white,0.007625418060200669
540,waiting,0.007625418060200669
541,care,0.007625418060200669
542,dunno,0.007491638795986622
543,keep,0.007491638795986622
544,Richmond,0.007491638795986622
545,everyone,0.007491638795986622
546,Flynn,0.007491638795986622
547,331,0.007491638795986622
548,pass,0.007357859531772575
549,sent,0.007357859531772575
550,plan,0.007357859531772575
551,Cool,0.007224080267558528
552,honestly,0.007224080267558528
553,show,0.007224080267558528
554,Walking,0.007224080267558528
555,kid,0.007224080267558528
556,smoked,0.007224080267558528
557,She,0.007224080267558528
558,Well,0.007224080267558528
559,ripped,0.007090301003344481
560,bar,0.007090301003344481
561,campus,0.007090301003344481
562,Ah,0.006956521739130435
563,I'm,0.006956521739130435
564,Yesh,0.006956521739130435
565,late,0.006822742474916388
566,bed,0.006822742474916388
567,says,0.006822742474916388
568,Have,0.006822742474916388
569,Wbu,0.006822742474916388
570,guess,0.006822742474916388
571,Fucking,0.006822742474916388
572,Could,0.006822742474916388
573,fifth,0.006822742474916388
574,cuz,0.006822742474916388
575,sleep,0.006822742474916388
576,quarter,0.006822742474916388
577,watch,0.006822742474916388
578,weeks,0.006822742474916388
579,niggah,0.006822742474916388
580,whenever,0.006822742474916388
581,friends,0.006688963210702341
582,their,0.006688963210702341
583,person,0.006688963210702341
584,theres,0.006688963210702341
585,christ,0.006688963210702341
586,100,0.006688963210702341
587,til,0.006688963210702341
588,stop,0.006555183946488294
589,hope,0.006555183946488294
590,bitch,0.006555183946488294
591,addy,0.006555183946488294
592,starts,0.006555183946488294
593,best,0.006555183946488294
594,every,0.006555183946488294
595,Your,0.006555183946488294
596,song,0.006555183946488294
597,times,0.006555183946488294
598,http,0.006555183946488294
599,Why,0.006421404682274248
600,Yep,0.006421404682274248
601,Idk,0.006421404682274248
602,id,0.006421404682274248
603,They,0.006421404682274248
604,picked,0.006421404682274248
605,shot,0.006421404682274248
606,both,0.006421404682274248
607,design,0.006421404682274248
608,freshmen,0.006287625418060201
609,low,0.006287625418060201
610,Same,0.006287625418060201
611,nick,0.006287625418060201
612,true,0.006287625418060201
613,tired,0.006287625418060201
614,yeah,0.006153846153846154
615,tom,0.006153846153846154
616,far,0.006153846153846154
617,without,0.006153846153846154
618,nice,0.006153846153846154
619,ever,0.006153846153846154
620,isn’t,0.006153846153846154
621,nigga,0.006020066889632107
622,file,0.006020066889632107
623,friend,0.006020066889632107
624,Kim,0.006020066889632107
625,came,0.006020066889632107
626,julien,0.006020066889632107
627,question,0.006020066889632107
628,meeting,0.006020066889632107
629,mom,0.00588628762541806
630,Good,0.00588628762541806
631,gb,0.00588628762541806
632,This,0.00588628762541806
633,Friday,0.00588628762541806
634,throw,0.00588628762541806
635,ready,0.00588628762541806
636,Thank,0.005752508361204014
637,whatever,0.005752508361204014
638,drug,0.005752508361204014
639,rolling,0.005752508361204014
640,slides,0.005752508361204014
641,basically,0.005752508361204014
642,shots,0.005752508361204014
643,team,0.005752508361204014
644,once,0.005752508361204014
645,app,0.005618729096989967
646,makes,0.005618729096989967
647,different,0.005618729096989967
648,past,0.005618729096989967
649,third,0.005618729096989967
650,talk,0.005618729096989967
651,pay,0.005618729096989967
652,aggressive,0.005618729096989967
653,started,0.005618729096989967
654,problem,0.005618729096989967
655,bong,0.005618729096989967
656,keegan,0.00548494983277592
657,leaf,0.00548494983277592
658,Pat,0.00548494983277592
659,A,0.00548494983277592
660,job,0.00548494983277592
661,happened,0.00548494983277592
662,Who,0.00548494983277592
663,rush,0.00548494983277592
664,nobo,0.00548494983277592
665,group,0.00548494983277592
666,enough,0.00548494983277592
667,totally,0.00548494983277592
668,fucky,0.00548494983277592
669,8:30,0.00548494983277592
670,free,0.005351170568561873
671,account,0.005351170568561873
672,c,0.005351170568561873
673,Maybe,0.005351170568561873
674,these,0.005351170568561873
675,add,0.005351170568561873
676,case,0.005351170568561873
677,couple,0.005351170568561873
678,birthday,0.005351170568561873
679,studying,0.005351170568561873
680,spliff,0.005351170568561873
681,parties,0.005351170568561873
682,name,0.005351170568561873
683,worries,0.005351170568561873
684,stat,0.0052173913043478265
685,min,0.0052173913043478265
686,Ill,0.0052173913043478265
687,possibly,0.0052173913043478265
688,Ayo,0.0052173913043478265
689,feeling,0.0052173913043478265
690,liquor,0.0052173913043478265
691,dawg,0.0052173913043478265
692,hit,0.0052173913043478265
693,im,0.0052173913043478265
694,retarded,0.0052173913043478265
695,during,0.0052173913043478265
696,flynn,0.0052173913043478265
697,happy,0.0052173913043478265
698,town,0.0052173913043478265
699,jays,0.0052173913043478265
700,questions,0.0050836120401337795
701,Bars,0.0050836120401337795
702,Saturday,0.0050836120401337795
703,finished,0.0050836120401337795
704,online,0.0050836120401337795
705,theta,0.0050836120401337795
706,won’t,0.0050836120401337795
707,saturday,0.0050836120401337795
708,stump,0.0050836120401337795
709,t,0.0050836120401337795
710,drop,0.0049498327759197325
711,manning,0.0049498327759197325
712,heading,0.0049498327759197325
713,live,0.0049498327759197325
714,-,0.0049498327759197325
715,movie,0.0049498327759197325
716,napping,0.0049498327759197325
717,40,0.0049498327759197325
718,answers,0.0049498327759197325
719,figure,0.0049498327759197325
720,able,0.0049498327759197325
721,hot,0.0049498327759197325
722,watching,0.0049498327759197325
723,appreciate,0.0048160535117056855
724,jack,0.0048160535117056855
725,Thursday,0.0048160535117056855
726,Was,0.0048160535117056855
727,asked,0.0048160535117056855
728,lem,0.0048160535117056855
729,50,0.0048160535117056855
730,seeing,0.0048160535117056855
731,wtf,0.0048160535117056855
732,driving,0.0046822742474916385
733,making,0.0046822742474916385
734,book,0.0046822742474916385
735,card,0.0046822742474916385
736,wow,0.0046822742474916385
737,reason,0.0046822742474916385
738,takes,0.0046822742474916385
739,using,0.0046822742474916385
740,else,0.0046822742474916385
741,needs,0.0046822742474916385
742,thank,0.0046822742474916385
743,wbu,0.0046822742474916385
744,everything,0.0046822742474916385
745,three,0.0046822742474916385
746,kinda,0.0046822742474916385
747,heard,0.0046822742474916385
748,Sorry,0.0046822742474916385
749,move,0.0046822742474916385
750,pack,0.0046822742474916385
751,nothing,0.0046822742474916385
752,almost,0.0046822742474916385
753,tests,0.0046822742474916385
754,each,0.004548494983277592
755,Danny,0.004548494983277592
756,def,0.004548494983277592
757,pledges,0.004548494983277592
758,bought,0.004548494983277592
759,wondering,0.004548494983277592
760,nj,0.004548494983277592
761,hopefully,0.004548494983277592
762,database,0.004548494983277592
763,Thomas,0.004414715719063545
764,answer,0.004414715719063545
765,Right,0.004414715719063545
766,Because,0.004414715719063545
767,business,0.004414715719063545
768,deal,0.004414715719063545
769,coding,0.004414715719063545
770,thursday,0.004414715719063545
771,Wow,0.004414715719063545
772,pissed,0.004414715719063545
773,story,0.004414715719063545
774,nvm,0.004414715719063545
775,friday,0.004414715719063545
776,line,0.004414715719063545
777,algorithms,0.004414715719063545
778,straight,0.004414715719063545
779,version,0.004414715719063545
780,write,0.004414715719063545
781,software,0.004414715719063545
782,earlier,0.004414715719063545
783,open,0.004414715719063545
784,wake,0.004414715719063545
785,ripping,0.004414715719063545
786,trynna,0.004414715719063545
787,anymore,0.004280936454849498
788,ok,0.004280936454849498
789,agreed,0.004280936454849498
790,connor,0.004280936454849498
791,sell,0.004280936454849498
792,read,0.004280936454849498
793,ran,0.004280936454849498
794,mike,0.004280936454849498
795,happen,0.004280936454849498
796,apartment,0.004280936454849498
797,midterm,0.004280936454849498
798,fast,0.004280936454849498
799,jake,0.004147157190635451
800,mixer,0.004147157190635451
801,finishing,0.004147157190635451
802,tried,0.004147157190635451
803,side,0.004147157190635451
804,fag,0.004147157190635451
805,we’ll,0.004147157190635451
806,d,0.004147157190635451
807,hey,0.004147157190635451
808,ride,0.004147157190635451
809,completely,0.004147157190635451
810,fat,0.004147157190635451
811,Going,0.004147157190635451
812,extra,0.004147157190635451
813,Give,0.004147157190635451
814,Gon,0.004147157190635451
815,blowout,0.004147157190635451
816,easy,0.004013377926421404
817,grinder,0.004013377926421404
818,split,0.004013377926421404
819,google,0.004013377926421404
820,behind,0.004013377926421404
821,Hahahahaha,0.004013377926421404
822,video,0.004013377926421404
823,github,0.004013377926421404
824,hang,0.004013377926421404
825,stupid,0.004013377926421404
826,drinks,0.004013377926421404
827,hands,0.004013377926421404
828,;,0.004013377926421404
829,social,0.004013377926421404
830,supposed,0.0038795986622073577
831,Ooh,0.0038795986622073577
832,astronomy,0.0038795986622073577
833,anyways,0.0038795986622073577
834,mind,0.0038795986622073577
835,bathroom,0.0038795986622073577
836,alright,0.0038795986622073577
837,till,0.0038795986622073577
838,alamo,0.0038795986622073577
839,taken,0.0038795986622073577
840,dry,0.0038795986622073577
841,old,0.0038795986622073577
842,minutes,0.0038795986622073577
843,blunt,0.0038795986622073577
844,exam,0.0038795986622073577
845,submit,0.0038795986622073577
846,To,0.003745819397993311
847,kings,0.003745819397993311
848,cup,0.003745819397993311
849,talked,0.003745819397993311
850,life,0.003745819397993311
851,things,0.003745819397993311
852,grade,0.003745819397993311
853,songs,0.003745819397993311
854,tested,0.003745819397993311
855,Hayden,0.003745819397993311
856,rob,0.003745819397993311
857,On,0.003745819397993311
858,together,0.003745819397993311
859,Damnit,0.003745819397993311
860,face,0.003745819397993311
861,power,0.003745819397993311
862,frat,0.003745819397993311
863,love,0.003745819397993311
864,tommy,0.003745819397993311
865,Really,0.003745819397993311
866,finals,0.003745819397993311
867,sense,0.003745819397993311
868,called,0.003612040133779264
869,between,0.003612040133779264
870,fall,0.003612040133779264
871,Yish,0.003612040133779264
872,labtop,0.003612040133779264
873,wednesday,0.003612040133779264
874,wasnt,0.003612040133779264
875,10:30,0.003612040133779264
876,snap,0.003612040133779264
877,clean,0.003612040133779264
878,coke,0.003612040133779264
879,goes,0.003612040133779264
880,sick,0.003612040133779264
881,60,0.003612040133779264
882,awful,0.003612040133779264
883,huge,0.003612040133779264
884,bag,0.003612040133779264
885,ight,0.003612040133779264
886,music,0.003612040133779264
887,sadler,0.003612040133779264
888,seen,0.003612040133779264
889,queens,0.003612040133779264
890,balls,0.003612040133779264
891,ish,0.003612040133779264
892,springs,0.0034782608695652175
893,Yessuh,0.0034782608695652175
894,math,0.0034782608695652175
895,pledge,0.0034782608695652175
896,bang,0.0034782608695652175
897,knew,0.0034782608695652175
898,chainsmokers,0.0034782608695652175
899,2:30,0.0034782608695652175
900,seems,0.0034782608695652175
901,lolz,0.0034782608695652175
902,address,0.0034782608695652175
903,knows,0.0034782608695652175
904,williamsburg,0.0034782608695652175
905,blue,0.0034782608695652175
906,nig,0.0033444816053511705
907,ik,0.0033444816053511705
908,paper,0.0033444816053511705
909,geology,0.0033444816053511705
910,kids,0.0033444816053511705
911,reading,0.0033444816053511705
912,full,0.0033444816053511705
913,Kind,0.0033444816053511705
914,post,0.0033444816053511705
915,somewhere,0.0033444816053511705
916,shitty,0.0033444816053511705
917,soft,0.0033444816053511705
918,hahahahaha,0.0033444816053511705
919,Should,0.0033444816053511705
920,Xanax,0.0033444816053511705
921,dphi,0.0033444816053511705
922,ass,0.0033444816053511705
923,Ethan,0.0033444816053511705
924,discrete,0.0033444816053511705
925,human,0.0033444816053511705
926,awesome,0.0033444816053511705
927,picture,0.0033444816053511705
928,awkward,0.0033444816053511705
929,21,0.0033444816053511705
930,Harrison,0.0033444816053511705
931,key,0.0033444816053511705
932,slightly,0.003210702341137124
933,abc,0.003210702341137124
934,bit,0.003210702341137124
935,Yee,0.003210702341137124
936,john,0.003210702341137124
937,starting,0.003210702341137124
938,red,0.003210702341137124
939,*,0.003210702341137124
940,booze,0.003210702341137124
941,blows,0.003210702341137124
942,running,0.003210702341137124
943,chilling,0.003210702341137124
944,kim,0.003210702341137124
945,eat,0.003210702341137124
946,average,0.003210702341137124
947,rolled,0.003210702341137124
948,Possibly,0.003210702341137124
949,Watchu,0.003210702341137124
950,fake,0.003210702341137124
951,real,0.003210702341137124
952,Wednesday,0.003210702341137124
953,own,0.003210702341137124
954,looked,0.003210702341137124
955,order,0.003210702341137124
956,pussy,0.003210702341137124
957,Lem,0.003210702341137124
958,tab,0.003076923076923077
959,lodge,0.003076923076923077
960,ounces,0.003076923076923077
961,0,0.003076923076923077
962,msg,0.003076923076923077
963,rather,0.003076923076923077
964,bud,0.003076923076923077
965,suck,0.003076923076923077
966,price,0.003076923076923077
967,Corona,0.003076923076923077
968,With,0.003076923076923077
969,eating,0.003076923076923077
970,250,0.003076923076923077
971,Lets,0.003076923076923077
972,kill,0.003076923076923077
973,notes,0.003076923076923077
974,sam,0.003076923076923077
975,asking,0.003076923076923077
976,such,0.003076923076923077
977,alcohol,0.003076923076923077
978,Its,0.003076923076923077
979,it’s,0.003076923076923077
980,wine,0.003076923076923077
981,hear,0.003076923076923077
982,computer,0.003076923076923077
983,points,0.003076923076923077
984,senior,0.003076923076923077
985,Trevor,0.003076923076923077
986,exactly,0.003076923076923077
987,brad,0.003076923076923077
988,hahahah,0.003076923076923077
989,century,0.00294314381270903
990,photoshop,0.00294314381270903
991,dev,0.00294314381270903
992,tri,0.00294314381270903
993,handle,0.00294314381270903
994,explain,0.00294314381270903
